index,hash,key,description,english value,translated value
808,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'invalidAddressErrorText']",,Error: invalid address.,Virhe: virheellinen osoite.
809,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'invalidNameErrorText']",Error message shown when you try to enter an invalid name for something,Error: invalid name.,Virhe: virheellinen nimi.
810,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'invalidPortErrorText']",Error message when the user enters an invalid port while connecting to a network game,Error: invalid port.,Virhe: virheellinen portti.
811,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'invitationSentText']",printed when first inviting a player to your party,Invitation sent.,Kutsu lähetetty.
812,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'invitationsSentText']",printed when first inviting multiple players to your party,${COUNT} invitations sent.,${COUNT} kutsua lähetetty.
813,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'joinedPartyInstructionsText']",instructions printed after someone joins your party,"Someone has joined your party.
Go to 'Play' to start a game.","Joku on liittynyt puolueeseesi.
Aloita peli siirtymällä kohtaan ""Pelaa""."
814,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'keyboardText']",,Keyboard,Näppäimistö
815,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'kickIdlePlayersKickedText']",Shown when a player has been kicked for being idle,Kicking ${NAME} for being idle.,Potkiminen ${NAME} käyttämättömänä olemisesta.
816,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'kickIdlePlayersWarning1Text']",Shown when a player is in danger or being kicked for being idle (if the option is turned on in settings/advanced),${NAME} will be kicked in ${COUNT} seconds if still idle.,"${NAME} potkaisee ${COUNT} sekunnin kuluttua, jos se on edelleen käyttämättömänä."
817,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'kickIdlePlayersWarning2Text']",Second part of the message shown when a player is in danger of being kicked for being idle (if the option is turned on in settings/advanced),(you can turn this off in Settings -> Advanced),(voit poistaa tämän käytöstä kohdasta Asetukset -> Lisäasetukset)
818,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'leftGameText']",Shown when leaving a game/party that has a name,Left '${NAME}'.,Poistui paikasta ${NAME}.
819,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'leftPartyText']",printed when leaving someone's party,Left ${NAME}'s party.,Poistui käyttäjän ${NAME} juhlista.
820,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'noMusicFilesInFolderText']",,Folder contains no music files.,Kansio ei sisällä musiikkitiedostoja.
821,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'playerJoinedPartyText']",printed when someone joins your party.,${NAME} joined the party!,${NAME} liittyi juhliin!
822,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'playerLeftPartyText']",printed when someone leaves your party.,${NAME} left the party.,${NAME} lähti juhlista.
823,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'rejectingInviteAlreadyInPartyText']",a message shown when you are invited to another party but are already in one,Rejecting invite (already in a party).,Hylätään kutsu (jo juhlissa).
824,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'serverRestartingText']",Message a server sends to connected clients when restarting for maintenance or other reasons,Server is restarting. Please rejoin in a moment...,Palvelin käynnistyy uudelleen. Liity hetken kuluttua uudelleen...
825,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'serverShuttingDownText']",,Server is shutting down...,Palvelin sulkeutuu...
826,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'signInErrorText']",printed if there is an error signing into your account.,Error signing in.,Virhe kirjautumisessa.
827,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'signInNoConnectionText']",printed if sign-in failed most likely due to a lack of internet-connection.,Unable to sign in. (no internet connection?),Kirjautuminen ei onnistu. (eikö internetyhteyttä?)
828,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'telnetAccessDeniedText']",,"ERROR: user has not granted telnet access.
",VIRHE: käyttäjä ei ole myöntänyt Telnet-käyttöoikeutta.
829,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'timeOutText']",shows when someone with UI control will lose it due to being idle (in seconds),(times out in ${TIME} seconds),(aikakatkaisu ${TIME} sekunnissa)
830,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'touchScreenJoinWarningText']",printed in cases where it looks like someone with a touchpad on their controller joined the game as a touchscreen player instead of a controller (probably not what they intended),"You have joined with the touchscreen.
If this was a mistake, tap 'Menu->Leave Game' with it.","Olet liittynyt kosketusnäytöllä.
Jos tämä oli virhe, napauta 'Valikko->Poistu pelistä' sen kanssa."
831,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'touchScreenText']",,TouchScreen,Kosketusnäyttö
832,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'unableToCompleteTryAgainText']",,"Unable to complete this right now.
Please try again.","Tätä ei voi suorittaa juuri nyt.
Yritä uudelleen."
833,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'unableToResolveHostText']",A message shown when trying to connect to a hostname (something like mybombsquadserver.com) when no ip address can be retrieved for it. (generally means the internet is down or the hostname is not valid),Error: unable to resolve host.,Virhe: isäntää ei voida ratkaista.
834,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'unavailableNoConnectionText']",a generic error message shown when something is not available (most likely due to a lack of internet connection),This is currently unavailable (no internet connection?),Tämä ei ole tällä hetkellä saatavilla (ei Internet-yhteyttä?)
835,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'vrOrientationResetCardboardText']",a message shown when pulling the lever on the Google Cardboard version of the game,"Use this to reset the VR orientation.
To play the game you'll need an external controller.","Käytä tätä nollataksesi VR-suunnan.
Pelin pelaamiseen tarvitset ulkoisen ohjaimen."
836,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'vrOrientationResetText']","on the VR version of the game this is printed when setting the current direction the head is facing to be ""forward""",VR orientation reset.,VR-suunnan nollaus.
837,d41d8cd98f00b204e9800998ecf8427e,"['internal', 'willTimeOutText']","shown after the ""NAME currently has menu control"" message so the user knows that their control can time-out",(will time out if idle),"(aikakatkaisu, jos se on tyhjä)"
838,d41d8cd98f00b204e9800998ecf8427e,['inventoryOnlyAvailableOnlineText'],,Full inventory is only available while online.,Täysi varasto on saatavilla vain verkossa.
839,d41d8cd98f00b204e9800998ecf8427e,['inventoryText'],,Inventory,Varasto
840,d41d8cd98f00b204e9800998ecf8427e,['jumpBoldText'],,JUMP,HYPÄTÄ
841,d41d8cd98f00b204e9800998ecf8427e,['jumpText'],,Jump,Hypätä
842,d41d8cd98f00b204e9800998ecf8427e,['keepText'],,Keep,Pitää
843,d41d8cd98f00b204e9800998ecf8427e,['keepTheseSettingsText'],,Keep these settings?,Säilytetäänkö nämä asetukset?
844,d41d8cd98f00b204e9800998ecf8427e,['keyboardChangeInstructionsText'],,Double press space to change keyboards.,Vaihda näppäimistöä kaksoispainalluksella välilyöntiä.
845,d41d8cd98f00b204e9800998ecf8427e,['keyboardNoOthersAvailableText'],,No other keyboards available.,Muita näppäimistöjä ei ole saatavilla.
846,d41d8cd98f00b204e9800998ecf8427e,['keyboardSwitchText'],,"Switching keyboard to ""${NAME}"".","Vaihdetaan näppäimistöön ""${NAME}""."
847,d41d8cd98f00b204e9800998ecf8427e,['kickOccurredText'],Message the server sends when a player has been kicked out of the game/party,${NAME} was kicked.,${NAME} potkittiin.
848,d41d8cd98f00b204e9800998ecf8427e,['kickQuestionText'],Message the server sends when asking for votes whether or not to kick a player,Kick ${NAME}?,Potkia ${NAME}?
849,d41d8cd98f00b204e9800998ecf8427e,['kickText'],Label for a button to kick a player from a party/game,Kick,Potkia
850,d41d8cd98f00b204e9800998ecf8427e,['kickVoteCantKickAdminsText'],,Admins can't be kicked.,Järjestelmänvalvojia ei saa potkaista.
851,d41d8cd98f00b204e9800998ecf8427e,['kickVoteCantKickSelfText'],,You can't kick yourself.,Et voi potkia itseäsi.
852,d41d8cd98f00b204e9800998ecf8427e,['kickVoteFailedNotEnoughVotersText'],Error message shown when trying to start a vote with too few players present,Not enough players for a vote.,Ei tarpeeksi pelaajia äänestämään.
853,d41d8cd98f00b204e9800998ecf8427e,['kickVoteFailedText'],Message the server sends when a kick vote failed,Kick-vote failed.,Kick-äänestys epäonnistui.
854,d41d8cd98f00b204e9800998ecf8427e,['kickVoteStartedText'],Message shown when someone has started a vote to kick a player,A kick vote has been started for ${NAME}.,Kick-äänestys on aloitettu kohteelle ${NAME}.
855,d41d8cd98f00b204e9800998ecf8427e,['kickVoteText'],Label for a button to start a kick-vote for a player,Vote to Kick,Äänestä Kickiä
856,d41d8cd98f00b204e9800998ecf8427e,['kickVotingDisabledText'],,Kick voting is disabled.,Potkuäänestys on poistettu käytöstä.
857,d41d8cd98f00b204e9800998ecf8427e,['kickWithChatText'],Message sent to players on older versions of the game telling them how to kick with a chat message,Type ${YES} in chat for yes and ${NO} for no.,Kirjoita ${YES} chatissa kyllä ​​ja ${NO} jos ei.
858,d41d8cd98f00b204e9800998ecf8427e,['killsTallyText'],,${COUNT} kills,${COUNT} tappaa
859,d41d8cd98f00b204e9800998ecf8427e,['killsText'],,Kills,Tappaa
860,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'easyText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Easy,Helppo
861,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'epicModeText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Epic Mode,Eeppinen tila
862,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'fullMenuText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Full Menu,Täysi valikko
863,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'hardText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Hard,Kovaa
864,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'mediumText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Medium,Keskikokoinen
865,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'singlePlayerExamplesText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Single Player / Co-op Examples,Esimerkkejä yksinpelistä/yhteistyöstä
866,d41d8cd98f00b204e9800998ecf8427e,"['kioskWindow', 'versusExamplesText']","used in the kiosk-mode menu (a simple menu used for demoing the game)
Context Image: http://files.froemling.net/translateGuideImages/kiosk.png",Versus Examples,Vs. Esimerkkejä
867,d41d8cd98f00b204e9800998ecf8427e,['languageSetText'],printed when the user switches languages,"Language is now ""${LANGUAGE}"".","Kieli on nyt ""${LANGUAGE}""."
868,d41d8cd98f00b204e9800998ecf8427e,['lapNumberText'],shows the current and total laps in a race,Lap ${CURRENT}/${TOTAL},Kierros ${CURRENT}/${TOTAL}
869,d41d8cd98f00b204e9800998ecf8427e,['lastGamesText'],,(last ${COUNT} games),(viimeiset ${COUNT} peliä)
870,d41d8cd98f00b204e9800998ecf8427e,['leaderboardsText'],,Leaderboards,Tulostaulukot
871,d41d8cd98f00b204e9800998ecf8427e,"['league', 'allTimeText']","option under the League ""Show"" menu to show all-time best rankings instead of a single season
Context Image: http://files.froemling.net/translateGuideImages/league.png",All Time,Kaikki aika
872,d41d8cd98f00b204e9800998ecf8427e,"['league', 'currentSeasonText']","option under the League ""Show"" menu for the current season number
Context Image: http://files.froemling.net/translateGuideImages/league.png",Current Season (${NUMBER}),Nykyinen kausi (${NUMBER})
873,d41d8cd98f00b204e9800998ecf8427e,"['league', 'leagueFullText']","Used when printing the name of a league  ""Bronze League"", ""Gold League"", etc.",${NAME} League,${NAME} Liiga
874,d41d8cd98f00b204e9800998ecf8427e,"['league', 'leagueRankText']","title of the league rank section
Context Image: http://files.froemling.net/translateGuideImages/league.png",League Rank,Liigan sijoitus
875,d41d8cd98f00b204e9800998ecf8427e,"['league', 'leagueText']","the grouping the player is in
Context Image: http://files.froemling.net/translateGuideImages/league.png",League,Liiga
876,d41d8cd98f00b204e9800998ecf8427e,"['league', 'rankInLeagueText']","shows a player's rank in a given league; NAME will be Bronze/Gold/Silver/Diamond and SUFFIX will be the league number/id
Context Image: http://files.froemling.net/translateGuideImages/playerInfo.png","#${RANK}, ${NAME} League${SUFFIX}","#${RANK}, ${NAME} Liiga${SUFFIX}"
877,d41d8cd98f00b204e9800998ecf8427e,"['league', 'seasonEndedDaysAgoText']","shown when viewing a season that ended in the past
Context Image: http://files.froemling.net/translateGuideImages/league.png",Season ended ${NUMBER} days ago.,Kausi päättyi ${NUMBER} päivää sitten.
878,d41d8cd98f00b204e9800998ecf8427e,"['league', 'seasonEndsDaysText']","shown when viewing a season that will be ending in a number of days
Context Image: http://files.froemling.net/translateGuideImages/league.png",Season ends in ${NUMBER} days.,Kausi päättyy ${NUMBER} päivän kuluttua.
